"hpi_type","hpi_flavor","level","place_name","place_id","yr","month_1","month_2","month_3","month_4","month_5","month_6","month_7","month_8","month_9","month_10","month_11","month_12","quarter_2","quarter_3","quarter_4","quarter_1"
"traditional","purchase-only","MSA","Gary, IN (MSAD)","23844","2008",,,,,,,,,,,,,"177.63","182.73","176.68","183.54"
"traditional","purchase-only","MSA","Gary, IN (MSAD)","23844","2009",,,,,,,,,,,,,"175.57","171.01","168.72","171.62"
"traditional","purchase-only","MSA","Gary, IN (MSAD)","23844","2010",,,,,,,,,,,,,"171.87","170.94","165.89","172.53"
"traditional","purchase-only","MSA","Gary, IN (MSAD)","23844","2011",,,,,,,,,,,,,"160.87","163.03","168.60","164.18"
"traditional","purchase-only","MSA","Gary, IN (MSAD)","23844","2012",,,,,,,,,,,,,"167.44","166.00","169.47","159.31"
"traditional","purchase-only","MSA","Gary, IN (MSAD)","23844","2013",,,,,,,,,,,,,"171.36","175.29","176.91","171.64"
"traditional","purchase-only","MSA","Gary, IN (MSAD)","23844","2014",,,,,,,,,,,,,"175.73","178.76","176.42","170.06"
"traditional","purchase-only","MSA","Gary, IN (MSAD)","23844","2015",,,,,,,,,,,,,"183.87","186.71","184.24","176.19"
"traditional","purchase-only","MSA","Gary, IN (MSAD)","23844","2016",,,,,,,,,,,,,"190.74","191.38","189.28","184.21"
"traditional","purchase-only","MSA","Gary, IN (MSAD)","23844","2017",,,,,,,,,,,,,"195.83","197.93","201.49","193.64"
"traditional","purchase-only","MSA","Gary, IN (MSAD)","23844","2018",,,,,,,,,,,,,"206.41","214.71","216.79","202.61"
"traditional","purchase-only","MSA","Gary, IN (MSAD)","23844","2019",,,,,,,,,,,,,"222.83","230.35","223.89","213.52"
"traditional","purchase-only","MSA","Gary, IN (MSAD)","23844","2020",,,,,,,,,,,,,"238.04","244.78","257.18","232.94"
"traditional","purchase-only","MSA","Gary, IN (MSAD)","23844","2021",,,,,,,,,,,,,"280.90","287.10","293.80","265.33"
"traditional","purchase-only","MSA","Gary, IN (MSAD)","23844","2022",,,,,,,,,,,,,"312.89","315.57",,"303.70"
"traditional","purchase-only","MSA","Grand Rapids-Kentwood, MI","24340","1991",,,,,,,,,,,,,"100.69","101.87","101.41","100.00"
"traditional","purchase-only","MSA","Grand Rapids-Kentwood, MI","24340","1992",,,,,,,,,,,,,"102.74","103.90","103.30","101.84"
"traditional","purchase-only","MSA","Grand Rapids-Kentwood, MI","24340","1993",,,,,,,,,,,,,"105.45","105.77","106.33","103.08"
"traditional","purchase-only","MSA","Grand Rapids-Kentwood, MI","24340","1994",,,,,,,,,,,,,"110.29","111.22","111.98","108.24"
"traditional","purchase-only","MSA","Grand Rapids-Kentwood, MI","24340","1995",,,,,,,,,,,,,"116.98","118.82","120.19","114.31"
"traditional","purchase-only","MSA","Grand Rapids-Kentwood, MI","24340","1996",,,,,,,,,,,,,"125.76","128.04","128.42","121.76"
"traditional","purchase-only","MSA","Grand Rapids-Kentwood, MI","24340","1997",,,,,,,,,,,,,"132.04","133.47","133.71","129.93"
"traditional","purchase-only","MSA","Grand Rapids-Kentwood, MI","24340","1998",,,,,,,,,,,,,"139.07","140.15","140.69","134.54"
"traditional","purchase-only","MSA","Grand Rapids-Kentwood, MI","24340","1999",,,,,,,,,,,,,"147.40","147.79","148.66","142.98"
"traditional","purchase-only","MSA","Grand Rapids-Kentwood, MI","24340","2000",,,,,,,,,,,,,"156.44","157.95","157.48","151.67"
"traditional","purchase-only","MSA","Grand Rapids-Kentwood, MI","24340","2001",,,,,,,,,,,,,"161.65","162.79","162.33","159.31"
"traditional","purchase-only","MSA","Grand Rapids-Kentwood, MI","24340","2002",,,,,,,,,,,,,"168.16","169.83","171.67","165.34"
"traditional","purchase-only","MSA","Grand Rapids-Kentwood, MI","24340","2003",,,,,,,,,,,,,"173.74","176.58","177.93","171.24"
"traditional","purchase-only","MSA","Grand Rapids-Kentwood, MI","24340","2004",,,,,,,,,,,,,"181.58","182.54","181.11","177.52"
"traditional","purchase-only","MSA","Grand Rapids-Kentwood, MI","24340","2005",,,,,,,,,,,,,"183.89","184.70","183.51","182.78"
"traditional","purchase-only","MSA","Grand Rapids-Kentwood, MI","24340","2006",,,,,,,,,,,,,"181.69","181.52","178.86","181.58"
"traditional","purchase-only","MSA","Grand Rapids-Kentwood, MI","24340","2007",,,,,,,,,,,,,"176.98","173.07","167.44","177.01"
"traditional","purchase-only","MSA","Grand Rapids-Kentwood, MI","24340","2008",,,,,,,,,,,,,"158.27","158.41","148.01","163.45"
"traditional","purchase-only","MSA","Grand Rapids-Kentwood, MI","24340","2009",,,,,,,,,,,,,"149.59","147.42","144.82","146.61"
"traditional","purchase-only","MSA","Grand Rapids-Kentwood, MI","24340","2010",,,,,,,,,,,,,"149.10","145.30","138.54","140.50"
"traditional","purchase-only","MSA","Grand Rapids-Kentwood, MI","24340","2011",,,,,,,,,,,,,"141.23","143.77","142.04","133.82"
"traditional","purchase-only","MSA","Grand Rapids-Kentwood, MI","24340","2012",,,,,,,,,,,,,"149.04","152.58","149.54","140.65"
"traditional","purchase-only","MSA","Grand Rapids-Kentwood, MI","24340","2013",,,,,,,,,,,,,"162.27","166.72","163.01","152.20"
"traditional","purchase-only","MSA","Grand Rapids-Kentwood, MI","24340","2014",,,,,,,,,,,,,"172.57","178.06","176.76","164.35"
"traditional","purchase-only","MSA","Grand Rapids-Kentwood, MI","24340","2015",,,,,,,,,,,,,"185.84","191.48","192.40","178.65"
"traditional","purchase-only","MSA","Grand Rapids-Kentwood, MI","24340","2016",,,,,,,,,,,,,"204.25","208.45","206.64","190.93"
"traditional","purchase-only","MSA","Grand Rapids-Kentwood, MI","24340","2017",,,,,,,,,,,,,"223.68","227.70","227.37","214.02"
"traditional","purchase-only","MSA","Grand Rapids-Kentwood, MI","24340","2018",,,,,,,,,,,,,"243.21","245.41","248.48","233.21"
"traditional","purchase-only","MSA","Grand Rapids-Kentwood, MI","24340","2019",,,,,,,,,,,,,"262.37","265.44","266.08","252.98"
"traditional","purchase-only","MSA","Grand Rapids-Kentwood, MI","24340","2020",,,,,,,,,,,,,"282.87","292.46","300.07","271.53"
"traditional","purchase-only","MSA","Grand Rapids-Kentwood, MI","24340","2021",,,,,,,,,,,,,"338.16","347.18","350.06","316.66"
"traditional","purchase-only","MSA","Grand Rapids-Kentwood, MI","24340","2022",,,,,,,,,,,,,"392.02","386.65",,"369.66"
"traditional","purchase-only","MSA","Greensboro-High Point, NC","24660","1991",,,,,,,,,,,,,"100.09","100.10","100.57","100.00"
"traditional","purchase-only","MSA","Greensboro-High Point, NC","24660","1992",,,,,,,,,,,,,"102.15","102.92","103.13","101.35"
"traditional","purchase-only","MSA","Greensboro-High Point, NC","24660","1993",,,,,,,,,,,,,"104.16","104.77","106.65","104.10"
"traditional","purchase-only","MSA","Greensboro-High Point, NC","24660","1994",,,,,,,,,,,,,"108.26","109.96","110.41","107.29"
"traditional","purchase-only","MSA","Greensboro-High Point, NC","24660","1995",,,,,,,,,,,,,"112.04","112.69","113.50","110.61"
"traditional","purchase-only","MSA","Greensboro-High Point, NC","24660","1996",,,,,,,,,,,,,"116.66","118.71","117.19","114.60"
"traditional","purchase-only","MSA","Greensboro-High Point, NC","24660","1997",,,,,,,,,,,,,"121.21","121.31","122.63","120.62"
"traditional","purchase-only","MSA","Greensboro-High Point, NC","24660","1998",,,,,,,,,,,,,"125.75","126.70","127.82","123.55"
"traditional","purchase-only","MSA","Greensboro-High Point, NC","24660","1999",,,,,,,,,,,,,"131.51","132.84","132.65","128.68"
"traditional","purchase-only","MSA","Greensboro-High Point, NC","24660","2000",,,,,,,,,,,,,"135.83","137.56","138.43","134.32"
"traditional","purchase-only","MSA","Greensboro-High Point, NC","24660","2001",,,,,,,,,,,,,"141.66","142.20","141.79","139.14"
"traditional","purchase-only","MSA","Greensboro-High Point, NC","24660","2002",,,,,,,,,,,,,"143.21","144.33","142.35","142.46"
"traditional","purchase-only","MSA","Greensboro-High Point, NC","24660","2003",,,,,,,,,,,,,"146.00","147.85","146.87","143.48"
"traditional","purchase-only","MSA","Greensboro-High Point, NC","24660","2004",,,,,,,,,,,,,"148.75","150.70","150.76","146.87"
"traditional","purchase-only","MSA","Greensboro-High Point, NC","24660","2005",,,,,,,,,,,,,"156.34","156.59","157.09","154.67"
"traditional","purchase-only","MSA","Greensboro-High Point, NC","24660","2006",,,,,,,,,,,,,"160.30","162.27","162.36","156.88"
"traditional","purchase-only","MSA","Greensboro-High Point, NC","24660","2007",,,,,,,,,,,,,"164.56","165.37","163.91","166.72"
"traditional","purchase-only","MSA","Greensboro-High Point, NC","24660","2008",,,,,,,,,,,,,"163.10","161.91","155.93","161.43"
"traditional","purchase-only","MSA","Greensboro-High Point, NC","24660","2009",,,,,,,,,,,,,"154.49","160.13","153.98","159.37"
"traditional","purchase-only","MSA","Greensboro-High Point, NC","24660","2010",,,,,,,,,,,,,"160.72","151.01","146.68","149.96"
"traditional","purchase-only","MSA","Greensboro-High Point, NC","24660","2011",,,,,,,,,,,,,"146.32","149.41","147.81","147.50"
"traditional","purchase-only","MSA","Greensboro-High Point, NC","24660","2012",,,,,,,,,,,,,"146.42","152.08","147.01","141.03"
"traditional","purchase-only","MSA","Greensboro-High Point, NC","24660","2013",,,,,,,,,,,,,"153.65","156.52","153.35","151.97"
"traditional","purchase-only","MSA","Greensboro-High Point, NC","24660","2014",,,,,,,,,,,,,"159.60","157.68","153.63","153.24"
"traditional","purchase-only","MSA","Greensboro-High Point, NC","24660","2015",,,,,,,,,,,,,"159.97","163.01","155.64","155.89"
"traditional","purchase-only","MSA","Greensboro-High Point, NC","24660","2016",,,,,,,,,,,,,"169.98","167.70","169.25","162.89"
"traditional","purchase-only","MSA","Greensboro-High Point, NC","24660","2017",,,,,,,,,,,,,"176.19","178.72","177.00","165.75"
"traditional","purchase-only","MSA","Greensboro-High Point, NC","24660","2018",,,,,,,,,,,,,"184.42","186.81","186.26","178.37"
"traditional","purchase-only","MSA","Greensboro-High Point, NC","24660","2019",,,,,,,,,,,,,"196.45","196.87","200.32","186.71"
"traditional","purchase-only","MSA","Greensboro-High Point, NC","24660","2020",,,,,,,,,,,,,"214.76","214.82","224.03","203.37"
"traditional","purchase-only","MSA","Greensboro-High Point, NC","24660","2021",,,,,,,,,,,,,"246.05","252.92","261.30","226.67"
"traditional","purchase-only","MSA","Greensboro-High Point, NC","24660","2022",,,,,,,,,,,,,"294.20","304.65",,"276.83"
"traditional","purchase-only","MSA","Greenville-Anderson, SC","24860","1991",,,,,,,,,,,,,"101.97","102.38","102.73","100.00"
"traditional","purchase-only","MSA","Greenville-Anderson, SC","24860","1992",,,,,,,,,,,,,"104.48","106.44","107.37","104.81"
"traditional","purchase-only","MSA","Greenville-Anderson, SC","24860","1993",,,,,,,,,,,,,"108.52","110.37","111.48","108.13"
"traditional","purchase-only","MSA","Greenville-Anderson, SC","24860","1994",,,,,,,,,,,,,"115.36","115.56","115.96","112.57"
"traditional","purchase-only","MSA","Greenville-Anderson, SC","24860","1995",,,,,,,,,,,,,"120.10","121.12","121.05","118.33"
"traditional","purchase-only","MSA","Greenville-Anderson, SC","24860","1996",,,,,,,,,,,,,"124.33","127.30","129.51","123.76"
"traditional","purchase-only","MSA","Greenville-Anderson, SC","24860","1997",,,,,,,,,,,,,"129.13","130.69","131.43","128.22"
"traditional","purchase-only","MSA","Greenville-Anderson, SC","24860","1998",,,,,,,,,,,,,"135.60","136.79","136.71","133.96"
"traditional","purchase-only","MSA","Greenville-Anderson, SC","24860","1999",,,,,,,,,,,,,"142.39","142.04","144.16","139.61"
"traditional","purchase-only","MSA","Greenville-Anderson, SC","24860","2000",,,,,,,,,,,,,"147.20","147.95","148.39","143.12"
"traditional","purchase-only","MSA","Greenville-Anderson, SC","24860","2001",,,,,,,,,,,,,"153.36","154.02","153.52","148.41"
"traditional","purchase-only","MSA","Greenville-Anderson, SC","24860","2002",,,,,,,,,,,,,"155.85","155.58","157.83","156.34"
"traditional","purchase-only","MSA","Greenville-Anderson, SC","24860","2003",,,,,,,,,,,,,"158.12","160.57","161.45","157.73"
"traditional","purchase-only","MSA","Greenville-Anderson, SC","24860","2004",,,,,,,,,,,,,"162.04","163.94","165.22","160.80"
"traditional","purchase-only","MSA","Greenville-Anderson, SC","24860","2005",,,,,,,,,,,,,"168.13","171.48","172.73","166.51"
"traditional","purchase-only","MSA","Greenville-Anderson, SC","24860","2006",,,,,,,,,,,,,"178.99","181.27","183.70","174.38"
"traditional","purchase-only","MSA","Greenville-Anderson, SC","24860","2007",,,,,,,,,,,,,"187.48","191.70","188.47","185.66"
"traditional","purchase-only","MSA","Greenville-Anderson, SC","24860","2008",,,,,,,,,,,,,"191.97","189.40","183.19","190.25"
"traditional","purchase-only","MSA","Greenville-Anderson, SC","24860","2009",,,,,,,,,,,,,"183.23","188.69","181.49","185.14"
"traditional","purchase-only","MSA","Greenville-Anderson, SC","24860","2010",,,,,,,,,,,,,"180.19","179.96","173.84","187.13"
"traditional","purchase-only","MSA","Greenville-Anderson, SC","24860","2011",,,,,,,,,,,,,"176.74","174.61","174.26","173.22"
"traditional","purchase-only","MSA","Greenville-Anderson, SC","24860","2012",,,,,,,,,,,,,"180.89","181.72","179.32","173.51"
"traditional","purchase-only","MSA","Greenville-Anderson, SC","24860","2013",,,,,,,,,,,,,"187.51","191.16","183.96","178.05"
"traditional","purchase-only","MSA","Greenville-Anderson, SC","24860","2014",,,,,,,,,,,,,"194.23","198.02","196.08","185.12"
"traditional","purchase-only","MSA","Greenville-Anderson, SC","24860","2015",,,,,,,,,,,,,"204.94","207.62","210.36","205.37"
"traditional","purchase-only","MSA","Greenville-Anderson, SC","24860","2016",,,,,,,,,,,,,"219.38","223.77","225.00","209.23"
"traditional","purchase-only","MSA","Greenville-Anderson, SC","24860","2017",,,,,,,,,,,,,"233.56","236.66","239.14","225.98"
"traditional","purchase-only","MSA","Greenville-Anderson, SC","24860","2018",,,,,,,,,,,,,"253.38","259.70","256.46","248.00"
"traditional","purchase-only","MSA","Greenville-Anderson, SC","24860","2019",,,,,,,,,,,,,"268.30","275.17","274.28","262.06"
"traditional","purchase-only","MSA","Greenville-Anderson, SC","24860","2020",,,,,,,,,,,,,"288.12","299.05","310.23","283.45"
"traditional","purchase-only","MSA","Greenville-Anderson, SC","24860","2021",,,,,,,,,,,,,"336.29","353.40","366.75","315.46"
"traditional","purchase-only","MSA","Greenville-Anderson, SC","24860","2022",,,,,,,,,,,,,"411.95","419.32",,"383.74"
"traditional","purchase-only","MSA","Hartford-East Hartford-Middletown, CT","25540","1991",,,,,,,,,,,,,"96.62","96.07","96.03","100.00"
"traditional","purchase-only","MSA","Hartford-East Hartford-Middletown, CT","25540","1992",,,,,,,,,,,,,"93.28","93.05","92.94","94.24"
"traditional","purchase-only","MSA","Hartford-East Hartford-Middletown, CT","25540","1993",,,,,,,,,,,,,"87.67","89.40","87.39","89.17"
"traditional","purchase-only","MSA","Hartford-East Hartford-Middletown, CT","25540","1994",,,,,,,,,,,,,"86.38","88.15","87.84","86.90"
"traditional","purchase-only","MSA","Hartford-East Hartford-Middletown, CT","25540","1995",,,,,,,,,,,,,"85.66","86.69","85.21","84.68"
"traditional","purchase-only","MSA","Hartford-East Hartford-Middletown, CT","25540","1996",,,,,,,,,,,,,"86.84","86.76","85.13","85.88"
"traditional","purchase-only","MSA","Hartford-East Hartford-Middletown, CT","25540","1997",,,,,,,,,,,,,"86.34","87.30","86.46","84.20"
"traditional","purchase-only","MSA","Hartford-East Hartford-Middletown, CT","25540","1998",,,,,,,,,,,,,"88.24","90.62","91.62","85.51"
"traditional","purchase-only","MSA","Hartford-East Hartford-Middletown, CT","25540","1999",,,,,,,,,,,,,"95.82","98.04","99.85","92.50"
"traditional","purchase-only","MSA","Hartford-East Hartford-Middletown, CT","25540","2000",,,,,,,,,,,,,"104.64","105.99","107.13","100.42"
"traditional","purchase-only","MSA","Hartford-East Hartford-Middletown, CT","25540","2001",,,,,,,,,,,,,"113.20","116.05","116.08","109.12"
"traditional","purchase-only","MSA","Hartford-East Hartford-Middletown, CT","25540","2002",,,,,,,,,,,,,"122.93","127.93","129.68","118.03"
"traditional","purchase-only","MSA","Hartford-East Hartford-Middletown, CT","25540","2003",,,,,,,,,,,,,"134.63","140.42","140.62","132.06"
"traditional","purchase-only","MSA","Hartford-East Hartford-Middletown, CT","25540","2004",,,,,,,,,,,,,"148.41","154.05","154.89","142.05"
"traditional","purchase-only","MSA","Hartford-East Hartford-Middletown, CT","25540","2005",,,,,,,,,,,,,"163.74","167.33","167.45","156.81"
"traditional","purchase-only","MSA","Hartford-East Hartford-Middletown, CT","25540","2006",,,,,,,,,,,,,"172.52","172.07","170.09","168.34"
"traditional","purchase-only","MSA","Hartford-East Hartford-Middletown, CT","25540","2007",,,,,,,,,,,,,"171.88","173.41","168.93","170.91"
"traditional","purchase-only","MSA","Hartford-East Hartford-Middletown, CT","25540","2008",,,,,,,,,,,,,"167.78","165.36","159.75","164.87"
"traditional","purchase-only","MSA","Hartford-East Hartford-Middletown, CT","25540","2009",,,,,,,,,,,,,"158.75","157.64","154.28","157.61"
"traditional","purchase-only","MSA","Hartford-East Hartford-Middletown, CT","25540","2010",,,,,,,,,,,,,"156.28","151.64","149.68","149.65"
"traditional","purchase-only","MSA","Hartford-East Hartford-Middletown, CT","25540","2011",,,,,,,,,,,,,"151.95","149.49","147.22","147.43"
"traditional","purchase-only","MSA","Hartford-East Hartford-Middletown, CT","25540","2012",,,,,,,,,,,,,"148.92","148.85","146.48","142.66"
"traditional","purchase-only","MSA","Hartford-East Hartford-Middletown, CT","25540","2013",,,,,,,,,,,,,"148.54","151.17","146.76","145.15"
"traditional","purchase-only","MSA","Hartford-East Hartford-Middletown, CT","25540","2014",,,,,,,,,,,,,"150.27","150.34","145.79","148.03"
"traditional","purchase-only","MSA","Hartford-East Hartford-Middletown, CT","25540","2015",,,,,,,,,,,,,"151.04","150.12","146.77","145.42"
"traditional","purchase-only","MSA","Hartford-East Hartford-Middletown, CT","25540","2016",,,,,,,,,,,,,"150.34","150.66","148.47","147.17"
"traditional","purchase-only","MSA","Hartford-East Hartford-Middletown, CT","25540","2017",,,,,,,,,,,,,"152.66","154.90","154.13","147.12"
"traditional","purchase-only","MSA","Hartford-East Hartford-Middletown, CT","25540","2018",,,,,,,,,,,,,"155.65","156.93","154.00","150.43"
"traditional","purchase-only","MSA","Hartford-East Hartford-Middletown, CT","25540","2019",,,,,,,,,,,,,"158.74","159.85","157.64","154.52"
"traditional","purchase-only","MSA","Hartford-East Hartford-Middletown, CT","25540","2020",,,,,,,,,,,,,"165.34","171.38","177.77","158.49"
"traditional","purchase-only","MSA","Hartford-East Hartford-Middletown, CT","25540","2021",,,,,,,,,,,,,"193.15","199.11","201.54","183.72"
"traditional","purchase-only","MSA","Hartford-East Hartford-Middletown, CT","25540","2022",,,,,,,,,,,,,"222.68","221.58",,"208.29"
"traditional","purchase-only","MSA","Houston-The Woodlands-Sugar Land, TX","26420","1991",,,,,,,,,,,,,"100.68","101.40","101.21","100.00"
"traditional","purchase-only","MSA","Houston-The Woodlands-Sugar Land, TX","26420","1992",,,,,,,,,,,,,"102.54","103.74","104.11","102.58"
"traditional","purchase-only","MSA","Houston-The Woodlands-Sugar Land, TX","26420","1993",,,,,,,,,,,,,"104.92","105.81","105.88","103.69"
"traditional","purchase-only","MSA","Houston-The Woodlands-Sugar Land, TX","26420","1994",,,,,,,,,,,,,"106.31","107.44","106.02","105.34"
"traditional","purchase-only","MSA","Houston-The Woodlands-Sugar Land, TX","26420","1995",,,,,,,,,,,,,"106.87","107.55","107.14","105.55"
"traditional","purchase-only","MSA","Houston-The Woodlands-Sugar Land, TX","26420","1996",,,,,,,,,,,,,"108.69","109.40","109.53","107.25"
